StrCode	Str
6179	<COLOR=FFE36C0A>[Quest Start - Priest of the Cursed Tower]<RETURN=1/></COLOR>My name is <NPCNAME=65260/>/*Naffayas*/.<RETURN=1/>As my name suggests, I am the priest who oversees the Trial of Wind of the Cursed Tower.<RETURN=1/>A true member of the Liberation Army should be able to conquer at least the Cursed Tower.<RETURN=1/>Whenever you feel ready to take on the Cursed Tower's Trial of Wind, come and find me again...<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65260/>/*Naffayas*/.
9841	<COLOR=FFE36C0A>[Quest Start - Priest of the Cursed Tower]<RETURN=1/></COLOR>Will you take on the trial?<RETURN=1/><RETURN=1/>If so, carry out the following task.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=6431/> at <MAPNAME=60301/>.
//神板 7:27 2012-12-10	
76	<COLOR=FFE36C0A>[Quest Start - Wilot]<RETURN=1/></COLOR>I run the enhancement store. The enhancement store can enhance your weapons and armor, or break down useless equipment to lighten your inventory. Let me explain each one.<RETURN=1/><RETURN=1/>Enchanting makes weapons and armor stronger. At the basic level you need an item called <ITEMNAME=4977/>. You can enhance up to 15 stages in total, and the higher the stage the higher the grade of item required beyond <ITEMNAME=4977/>.<RETURN=1/><RETURN=1/>Jade fusion is used to combine 3 low-grade Jades into a mid-grade Jade, 3 mid-grade Jades into a high-grade Jade, and 3 high-grade Jades into a top-grade Jade. You probably don't understand Jades yet. Jades are mysterious gems that grant additional effects to weapons and armor. You'll learn about them in time.<RETURN=1/><RETURN=1/>Crystallization breaks down weapons and armor you don't need and turns them into <ITEMNAME=47008/>. <ITEMNAME=47008/> is used at the crafting store as a material for recovery potions, so keeping a good supply will help you survive. <RETURN=1/><RETURN=1/>And a few of the things you brought look like they belong to the other merchants. You should take them to the crafting merchant.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go find <NPCNAME=62193/>.
//神板 12:36 2013-01-17	
11314	<COLOR=FFE36C0A>[Quest Start - Battle Field Manager Severus]<RETURN=1/></COLOR>Bring back victory from the Chaos Zone's first battlefield, Zapir Battlefield.<RETURN=1/><RETURN=1/>After the victory at Helron's Castle.. the distrust that had built up for so long among the Liberation Army reached its peak with the discovery of an ancient document called 'The Land of Asraphil'. Everyone is being swept along by that document, which states that the power of the ancient god of destruction Asraphil is divided among many places on the Brachion Continent, and whoever gathers all of it will hold an ancient weapon. I don't believe in legends, but if such power exists it must be used rightly. The first region described in 'The Land of Asraphil' is 'Zapir Battlefield'. Win at Zapir Battlefield and claim that power before anyone else.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Bring the Zapir Battlefield victory reward <ITEMNAME=41538/>.
11315	Bring the Zapir Battlefield victory reward <ITEMNAME=41538/>.
11316	<COLOR=FFE36C0A>[Quest End - Battle Field Manager Severus]<RETURN=1/></COLOR>Good work. Claim that new power as quickly as you can.
11317	<COLOR=FFE36C0A>[Quest Start - Battle Field Manager Severus]<RETURN=1/></COLOR>Bring more proof of victory from the Chaos Zone's Zapir Battlefield. <RETURN=1/><RETURN=1/>The fierce fighting at Zapir Battlefield has become a contest with no clear winner. Personally I would like those with the right heart to take that power.. but in the end the side that gathers more strength will win at Zapir Battlefield. The moral satisfaction of being right is of little use in reality. What matters is having power. Justice without power is helpless, and power without justice is tyranny. Justice without power will always be struck down, because there will always be the wicked. Power without justice will always be condemned. So justice and power must be joined. And for that, the just must become strong, or the strong must become just. Become stronger.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Bring the Zapir Battlefield victory reward <ITEMNAME=41538/>.
11318	Bring more proof of victory from the Chaos Zone's Zapir Battlefield.
11319	<COLOR=FFE36C0A>[Quest End - Battle Field Manager Severus]<RETURN=1/></COLOR>Good work. Claim that new power as quickly as you can.
42132	Bring the Zapir Battlefield victory reward <ITEMNAME=41538/>.
42133	Bring the Zapir Battlefield victory reward <ITEMNAME=41538/>.
//神板 4:43 2013-01-31	
6251	<COLOR=FFE36C0A>[Quest Start - Love-seeking John]<RETURN=1/></COLOR>Alone again this Valentine's Day... how dreary.<RETURN=1/>Sigh.. when will I ever get even one piece of chocolate?<RETURN=1/><RETURN=1/>Ah!! You startled me.. how long have you been standing there?<RETURN=1/>Hmm.... You look like you're on your own too, so how about we swap gifts and get in the Valentine's mood?<RETURN=1/><RETURN=1/>I'm not asking for anything big.. one piece of <ITEMNAME=9071/>/*Butter Chocolate*/ is plenty.<RETURN=1/>How about it? Not too hard, is it?<RETURN=1/>I'll have a gift ready for you as well. Be sure to come back!!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9071/>/*Butter Chocolate*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9071/>/*Butter Chocolate*/ to <NPCNAME=65353/>/*Love-seeking John*/.
6254	You haven't found the gift I wanted yet!!<RETURN=1/>In that case I can't give you a gift either!!
6255	<COLOR=FFE36C0A>[Quest End - Love-seeking John]<RETURN=1/></COLOR>Getting a gift even like this feels wonderful! You feel the same way, don't you?<RETURN=1/>Shall we go another round?
42135	Make 1 <ITEMNAME=9071/>/*Butter Chocolate*/ and deliver it to <NPCNAME=65353/>/*Love-seeking John*/.
20560	You have finished the Butter Chocolate. Deliver it to Love-seeking John in Waldchen!
6252	<COLOR=FFE36C0A>[Quest Start - Love-seeking John]<RETURN=1/></COLOR>Alone again this Valentine's Day... how dreary.<RETURN=1/>Sigh.. when will I ever get even one piece of chocolate?<RETURN=1/><RETURN=1/>Ah!! You startled me.. how long have you been standing there?<RETURN=1/>Hmm.... You look like you're on your own too, so how about we swap gifts and get in the Valentine's mood?<RETURN=1/><RETURN=1/>I'm not asking for anything big.. one piece of <ITEMNAME=9072/>/*Milk Chocolate*/ is plenty.<RETURN=1/>How about it? Not too hard, is it?<RETURN=1/>I'll have a gift ready for you as well. Be sure to come back!!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9072/>/*Milk Chocolate*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9072/>/*Milk Chocolate*/ to <NPCNAME=65353/>/*Love-seeking John*/.
42136	Make 1 <ITEMNAME=9072/>/*Milk Chocolate*/ and deliver it to <NPCNAME=65353/>/*Love-seeking John*/.
20561	You have finished the Milk Chocolate. Deliver it to Love-seeking John in Waldchen!
6253	<COLOR=FFE36C0A>[Quest Start - Love-seeking John]<RETURN=1/></COLOR>Alone again this Valentine's Day... how dreary.<RETURN=1/>Sigh.. when will I ever get even one piece of chocolate?<RETURN=1/><RETURN=1/>Ah!! You startled me.. how long have you been standing there?<RETURN=1/>Hmm.... You look like you're on your own too, so how about we swap gifts and get in the Valentine's mood?<RETURN=1/><RETURN=1/>I'm not asking for anything big.. one slice of <ITEMNAME=9073/>/*Chocolate Cake*/ is plenty.<RETURN=1/>How about it? Not too hard, is it?<RETURN=1/>I'll have a gift ready for you as well. Be sure to come back!!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9073/>/*Chocolate Cake*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9073/>/*Chocolate Cake*/ to <NPCNAME=65353/>/*Love-seeking John*/.
42137	Make 1 <ITEMNAME=9073/>/*Chocolate Cake*/ and deliver it to <NPCNAME=65353/>/*Love-seeking John*/.
20562	You have finished the Chocolate Cake. Deliver it to Love-seeking John in Waldchen!
//神穿 11:54 2013-02-15	
11320	<COLOR=FFE36C0A>[Quest Start - Battle Field Manager Severus]<RETURN=1/></COLOR>Collect <ITEMNAME=55602/> and I will make you a <ITEMNAME=55603/>.<RETURN=1/><RETURN=1/>Struggling in the fighting at Zapir Battlefield? That is because you are weak. Grow strong quickly. To offer at least a little help, I will exchange <ITEMNAME=55602/> for <ITEMNAME=55603/>. <RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Bring <ITEMNAME=55602/>.
11321	Bring <ITEMNAME=41538/>.
11322	<COLOR=FFE36C0A>[Quest End - Battle Field Manager Severus]<RETURN=1/></COLOR>Good work. Only victory can protect justice.
42134	Bring <ITEMNAME=55602/>.
//神穿 11:54 2013-02-26	
6256	<COLOR=FFE36C0A>[Quest Start - Angela who likes candy]<RETURN=1/></COLOR>Ugh.. this is bad, at this rate I'll come in last!!<RETURN=1/>If I'd known, I never would have made the bet!!<RETURN=1/><RETURN=1/>That settles it. Maybe I should ask the people passing by?<RETURN=1/><RETURN=1/>Excuse me!! Handsome sir!! Pretty miss!! Please help me!!<RETURN=1/><RETURN=1/>I made a bet with my friends this White Day over who could collect the most candy..<RETURN=1/>and at this rate I'll not only come last, I'll be humiliated.<RETURN=1/><RETURN=1/>Couldn't you spare me even one <ITEMNAME=9078/>/*Lollipop*/ you happened to pick up??<RETURN=1/>Please.. I'm begging you..<RETURN=1/>My pride is on the line.. bring me one and I'll repay you handsomely<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9078/>/*Lollipop*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9078/>/*Lollipop*/ to <NPCNAME=65353/>/*Angela who likes candy*/.
6259	Hurry!! Please hurry!!<RETURN=1/>At this rate I'll come in last!!
6260	<COLOR=FFE36C0A>[Quest End - Angela who likes candy]<RETURN=1/></COLOR>Hehe.. thank you!! Here's the gift I promised you..<RETURN=1/>If you get another one, be sure to bring it to me!!
42138	Make 1 <ITEMNAME=9078/>/*Lollipop*/ and deliver it to <NPCNAME=65353/>/*Angela who likes candy*/.
20563	You have finished the Lollipop. Deliver it to Angela who likes candy in Waldchen!
6257	<COLOR=FFE36C0A>[Quest Start - Angela who likes candy]<RETURN=1/></COLOR>Ugh.. this is bad, at this rate I'll come in last!!<RETURN=1/>If I'd known, I never would have made the bet!!<RETURN=1/><RETURN=1/>That settles it. Maybe I should ask the people passing by?<RETURN=1/><RETURN=1/>Excuse me!! Handsome sir!! Pretty miss!! Please help me!!<RETURN=1/><RETURN=1/>I made a bet with my friends this White Day over who could collect the most candy..<RETURN=1/>and at this rate I'll not only come last, I'll be humiliated.<RETURN=1/><RETURN=1/>Couldn't you spare me even one <ITEMNAME=9079/>/*Fruit Candy*/ you happened to pick up??<RETURN=1/>Please.. I'm begging you..<RETURN=1/>My pride is on the line.. bring me one and I'll repay you handsomely<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9079/>/*Fruit Candy*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9079/>/*Fruit Candy*/ to <NPCNAME=65353/>/*Angela who likes candy*/.
42139	Make 1 <ITEMNAME=9079/>/*Fruit Candy*/ and deliver it to <NPCNAME=65353/>/*Angela who likes candy*/.
20564	You have finished the Fruit Candy. Deliver it to Angela who likes candy in Waldchen!
6258	<COLOR=FFE36C0A>[Quest Start - Angela who likes candy]<RETURN=1/></COLOR>Ugh.. this is bad, at this rate I'll come in last!!<RETURN=1/>If I'd known, I never would have made the bet!!<RETURN=1/><RETURN=1/>That settles it. Maybe I should ask the people passing by?<RETURN=1/><RETURN=1/>Excuse me!! Handsome sir!! Pretty miss!! Please help me!!<RETURN=1/><RETURN=1/>I made a bet with my friends this White Day over who could collect the most candy..<RETURN=1/>and at this rate I'll not only come last, I'll be humiliated.<RETURN=1/><RETURN=1/>Couldn't you spare me even one <ITEMNAME=9080/>/*Caramel*/ you happened to pick up??<RETURN=1/>Please.. I'm begging you..<RETURN=1/>My pride is on the line.. bring me one and I'll repay you handsomely<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR><ITEMNAME=9080/>/*Caramel*/ can be made by collecting materials from Battle Zone monsters.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Deliver 1 <ITEMNAME=9080/>/*Caramel*/ to <NPCNAME=65353/>/*Angela who likes candy*/.
42140	Make 1 <ITEMNAME=9080/>/*Caramel*/ and deliver it to <NPCNAME=65353/>/*Angela who likes candy*/.
20565	You have finished the Caramel. Deliver it to Angela who likes candy in Waldchen!
//神穿 11:47 2013-05-22	
11323	<COLOR=FFE36C0A>[Quest Start - Assault Squad Captain Schultz]<RETURN=1/></COLOR>Go to the Resting Place of the Ancients and talk to <NPCNAME=28346/>.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=28346/> at the Resting Place of the Ancients.
11324	Good day to you!
11325	<COLOR=FFE36C0A>[Quest End - Research Member Draxler]<RETURN=1/></COLOR>Good day! We are surveying the Resting Place of the Ancients. We are searching for traces of Ignis together with the Serient Expedition. Our survey team has always been devoted to finding traces of the ancients, so we have high hopes for this assignment.
11326	<COLOR=FFE36C0A>[Quest Start - Research Member Draxler]<RETURN=1/></COLOR>This is a mysterious place that went undiscovered until quite recently. We call it the 'Resting Place of the Ancients'. We still don't know what kind of 'facility' the 'Resting Place of the Ancients' is. There's no sign of the rebels yet, but somehow I doubt 'Ignis' would pass a place like this by. Survey the 'Resting Place of the Ancients'.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=28347/>.
11327	Good day to you!
11328	<COLOR=FFE36C0A>[Quest End - Research Member Kieisling]<RETURN=1/></COLOR>Good to meet you. This place fairly breathes the atmosphere of the ancients! Ever since I was a child I dreamed of exploring somewhere like this, and now that dream is coming true!
11329	<COLOR=FFE36C0A>[Quest Start - Research Member Draxler]<RETURN=1/></COLOR>There are things to deal with before we explore. We have to eliminate the savage beasts threatening the survey team. Please eliminate the savage beasts.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=4226/>.
11330	 We have to eliminate the savage beasts threatening the survey team.
11331	<COLOR=FFE36C0A>[Quest End - Research Member Draxler]<RETURN=1/></COLOR>Good work. Threats have to be managed thoroughly, wouldn't you say?
11332	<COLOR=FFE36C0A>[Quest Start - Research Member Draxler]<RETURN=1/></COLOR>Please eliminate the savage beasts that threaten the survey team.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=4232/>.
11333	We have to eliminate the savage beasts threatening the survey team.
11334	<COLOR=FFE36C0A>[Quest End - Research Member Draxler]<RETURN=1/></COLOR>Good work. I'll have a taste of those turtles you brought back.
11335	<COLOR=FFE36C0A>[Quest Start - Research Member Kieisling]<RETURN=1/></COLOR>There are signs here that the ancients stockpiled all manner of supplies to escape something, and the surroundings of the 'Resting Place of the Ancients' suggest to me that a vast disaster struck this place long ago. This is only my guess, but I wonder whether the 'Resting Place of the Ancients' might be a great 'ark' built by the ancients. Search the area and bring me anything you think might be a 'trace of the ancients'.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Find and bring <ITEMNAME=41541/>. (Gathering)
11336	This is only my guess, but I wonder whether the 'Resting Place of the Ancients' might be a great 'ark' built by the ancients.
11337	<COLOR=FFE36C0A>[Quest End - Research Member Kieisling]<RETURN=1/></COLOR>The continent we live on suits human life, and for a very long time it has been a mild and quiet place. At its worst there would be a typhoon in some corner, a volcanic eruption, an earthquake or a tsunami. I believe the 'Resting Place of the Ancients' was an 'ark' built to escape a natural disaster too vast for humans to endure, or some power we could not know.
11338	<COLOR=FFE36C0A>[Quest Start - Research Member Kieisling]<RETURN=1/></COLOR>Until the 'Resting Place of the Ancients' was found by us, no human trace had ever reached this place. One of the things our survey has revealed is the story of the 'Old Spirits'. I don't know how long they have been in the 'Resting Place of the Ancients', but it seems certain they have passed the ages together with it. By studying the 'Old Spirits' I think we may be able to guess the era in which the 'Resting Place of the Ancients' was built.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=28359/> and obtain <ITEMNAME=41542/>.
