//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
//	30306	[전용-기간제]폭한의기간트암_붉은조각	45716	0	0	0	3	99	9394	2	9396	1	45716	0	0	3443	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3118	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30307	[전용-기간제]심연의드라고닉크로우_붉은조각	45717	0	0	0	3	99	9394	2	9396	2	45717	0	0	3444	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3119	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30308	[전용-기간제]통곡의헬론크래셔_붉은조각	45718	0	0	0	3	99	9394	2	9396	3	45718	0	0	3445	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3120	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30309	[전용-기간제]칠흑과파멸의엠펠러_붉은조각	45719	0	0	0	3	99	9394	2	9396	4	45719	0	0	3446	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3121	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30310	[전용-기간제]심판의팬텀실루엣_붉은조각	45720	0	0	0	3	99	9394	2	9396	5	45720	0	0	3447	0	1	7623	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	3122	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30311	이그드라실의한손검_보랏빛조각	9614	0	0	0	4	99	9165	1	9666	2	10075	1	9614	50060	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50002	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30312	이그드라실의창_보랏빛조각	9615	0	0	0	4	99	9165	1	9666	2	10075	2	9615	50061	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50003	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30313	아레스갑옷_보랏빛조각	9616	0	0	0	4	99	9165	1	9666	2	10075	3	9616	46587	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51007	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30314	아레스바지_보랏빛조각	9619	0	0	0	4	99	9165	1	9666	2	10075	4	9619	46590	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51009	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30315	아레스헬멧_보랏빛조각	9618	0	0	0	4	99	9165	1	9666	2	10075	5	9618	46589	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51008	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30316	아레스장갑_보랏빛조각	9621	0	0	0	4	99	9165	1	9666	2	10075	6	9621	46592	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51011	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30317	아레스부츠_보랏빛조각	9620	0	0	0	4	99	9165	1	9666	2	10075	7	9620	46591	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51010	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30318	아레스프로텍터_보랏빛조각	9617	0	0	0	4	99	9165	1	9666	2	10075	8	9617	46588	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51029	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30319	아레스벨트_보랏빛조각	9622	0	0	0	4	99	9165	1	9666	2	10075	9	9622	46593	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51012	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30320	아레스셔츠_보랏빛조각	9623	0	0	0	4	99	9165	1	9666	2	10075	10	9623	46594	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51013	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30331	네프티스의한손석궁_보랏빛조각	9634	0	0	0	4	99	9165	1	9666	3	10076	1	9634	50062	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50004	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30332	네프티스의에테르웨폰_보랏빛조각	9635	0	0	0	4	99	9165	1	9666	3	10076	2	9635	50063	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50005	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30333	니케갑옷_보랏빛조각	9636	0	0	0	4	99	9165	1	9666	3	10076	3	9636	46603	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51021	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30334	니케바지_보랏빛조각	9639	0	0	0	4	99	9165	1	9666	3	10076	4	9639	46606	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51023	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30335	니케헬멧_보랏빛조각	9638	0	0	0	4	99	9165	1	9666	3	10076	5	9638	46605	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51022	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30336	니케장갑_보랏빛조각	9641	0	0	0	4	99	9165	1	9666	3	10076	6	9641	46608	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51025	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30337	니케부츠_보랏빛조각	9640	0	0	0	4	99	9165	1	9666	3	10076	7	9640	46607	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51024	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30338	니케프로텍터_보랏빛조각	9637	0	0	0	4	99	9165	1	9666	3	10076	8	9637	46604	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51031	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30339	니케벨트_보랏빛조각	9642	0	0	0	4	99	9165	1	9666	3	10076	9	9642	46609	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51026	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30340	니케셔츠_보랏빛조각	9643	0	0	0	4	99	9165	1	9666	3	10076	10	9643	46610	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51027	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30341	클로리스의지팡이_보랏빛조각	9644	0	0	0	4	99	9165	1	9666	4	10077	1	9644	50064	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50006	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30342	클로리스의오브_보랏빛조각	9645	0	0	0	4	99	9165	1	9666	4	10077	2	9645	50065	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50007	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30343	아르테미스갑옷_보랏빛조각	9646	0	0	0	4	99	9165	1	9666	4	10077	3	9646	46611	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51014	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30344	아르테미스바지_보랏빛조각	9649	0	0	0	4	99	9165	1	9666	4	10077	4	9649	46614	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51016	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30345	아르테미스헬멧_보랏빛조각	9648	0	0	0	4	99	9165	1	9666	4	10077	5	9648	46613	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51015	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30346	아르테미스장갑_보랏빛조각	9651	0	0	0	4	99	9165	1	9666	4	10077	6	9651	46616	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51018	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30347	아르테미스부츠_보랏빛조각	9650	0	0	0	4	99	9165	1	9666	4	10077	7	9650	46615	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51017	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30348	아르테미스프로텍터_보랏빛조각	9647	0	0	0	4	99	9165	1	9666	4	10077	8	9647	46612	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51030	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30349	아르테미스벨트_보랏빛조각	9652	0	0	0	4	99	9165	1	9666	4	10077	9	9652	46617	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51019	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30350	아르테미스셔츠_보랏빛조각	9653	0	0	0	4	99	9165	1	9666	4	10077	10	9653	46618	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51020	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30321	야누비스의대거_보랏빛조각	9624	0	0	0	4	99	9165	1	9666	5	10078	1	9624	50066	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50008	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30322	야누비스의채찍검_보랏빛조각	9625	0	0	0	4	99	9165	1	9666	5	10078	2	9625	50067	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50009	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30323	헤르메스갑옷_보랏빛조각	9626	0	0	0	4	99	9165	1	9666	5	10078	3	9626	46595	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51091	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30324	헤르메스바지_보랏빛조각	9629	0	0	0	4	99	9165	1	9666	5	10078	4	9629	46598	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51094	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30325	헤르메스헬멧_보랏빛조각	9628	0	0	0	4	99	9165	1	9666	5	10078	5	9628	46597	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51093	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30326	헤르메스장갑_보랏빛조각	9631	0	0	0	4	99	9165	1	9666	5	10078	6	9631	46600	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51096	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30327	헤르메스부츠_보랏빛조각	9630	0	0	0	4	99	9165	1	9666	5	10078	7	9630	46599	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51095	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30328	헤르메스프로텍터_보랏빛조각	9627	0	0	0	4	99	9165	1	9666	5	10078	8	9627	46596	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51092	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30329	헤르메스벨트_보랏빛조각	9632	0	0	0	4	99	9165	1	9666	5	10078	9	9632	46601	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51097	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30330	헤르메스셔츠_보랏빛조각	9633	0	0	0	4	99	9165	1	9666	5	10078	10	9633	46602	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51098	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30351	헤카테건틀렛_보랏빛조각	9654	0	0	0	4	99	9165	1	9666	6	10002	1	9654	50090	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50050	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30352	헤카테에테르사이드_보랏빛조각	9655	0	0	0	4	99	9165	1	9666	6	10002	2	9655	50091	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50051	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30353	페르세포네갑옷_보랏빛조각	9656	0	0	0	4	99	9165	1	9666	6	10002	3	9656	46739	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51359	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30354	페르세포네바지_보랏빛조각	9659	0	0	0	4	99	9165	1	9666	6	10002	4	9659	46742	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51362	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30355	페르세포네헬멧_보랏빛조각	9658	0	0	0	4	99	9165	1	9666	6	10002	5	9658	46741	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51361	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30356	페르세포네장갑_보랏빛조각	9661	0	0	0	4	99	9165	1	9666	6	10002	6	9661	46744	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51364	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30357	페르세포네부츠_보랏빛조각	9660	0	0	0	4	99	9165	1	9666	6	10002	7	9660	46743	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51363	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30358	페르세포네프로텍터_보랏빛조각	9657	0	0	0	4	99	9165	1	9666	6	10002	8	9657	46740	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51360	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30359	페르세포네벨트_보랏빛조각	9662	0	0	0	4	99	9165	1	9666	6	10002	9	9662	46745	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51365	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30360	페르세포네셔츠_보랏빛조각	9663	0	0	0	4	99	9165	1	9666	6	10002	10	9663	46746	0	1	7616	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	51366	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//99_5 2014 회귀이벤트_엘리트1.5기간제장비_영구로변환 (30401 ~ 30500)																																																		
//	30401	파괴신니벨룽양손도끼_암흑조각	10604	0	0	0	4	99	9165	5	9668	1	10074	1	10604	50143	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50156	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30402	파괴신니벨룽양손검_암흑조각	10605	0	0	0	4	99	9165	5	9668	1	10074	2	10605	50144	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50157	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30403	파괴신아폴로갑옷_암흑조각	10606	0	0	0	4	99	9165	5	9668	1	10074	3	10606	46789	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46845	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30404	파괴신아폴로프로텍터_암흑조각	10607	0	0	0	4	99	9165	5	9668	1	10074	4	10607	46790	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46846	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30405	파괴신아폴로헬멧_암흑조각	10608	0	0	0	4	99	9165	5	9668	1	10074	5	10608	46791	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46847	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30406	파괴신아폴로바지_암흑조각	10609	0	0	0	4	99	9165	5	9668	1	10074	6	10609	46792	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46848	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30407	파괴신아폴로부츠_암흑조각	10610	0	0	0	4	99	9165	5	9668	1	10074	7	10610	46793	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46849	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30408	파괴신아폴로장갑_암흑조각	10611	0	0	0	4	99	9165	5	9668	1	10074	8	10611	46794	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46850	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30409	파괴신아폴로벨트_암흑조각	10612	0	0	0	4	99	9165	5	9668	1	10074	9	10612	46795	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46851	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30410	파괴신아폴로셔츠_암흑조각	10613	0	0	0	4	99	9165	5	9668	1	10074	10	10613	46796	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46852	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30411	저주의이그드라실한손검_암흑조각	10614	0	0	0	4	99	9165	5	9668	2	10075	1	10614	50145	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50158	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30412	저주의이그드라실창_암흑조각	10615	0	0	0	4	99	9165	5	9668	2	10075	2	10615	50146	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50159	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30413	저주의아레스갑옷_암흑조각	10616	0	0	0	4	99	9165	5	9668	2	10075	3	10616	46797	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46853	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30414	저주의아레스프로텍터_암흑조각	10617	0	0	0	4	99	9165	5	9668	2	10075	4	10617	46798	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46854	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30415	저주의아레스헬멧_암흑조각	10618	0	0	0	4	99	9165	5	9668	2	10075	5	10618	46799	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46855	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30416	저주의아레스바지_암흑조각	10619	0	0	0	4	99	9165	5	9668	2	10075	6	10619	46800	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46856	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30417	저주의아레스부츠_암흑조각	10620	0	0	0	4	99	9165	5	9668	2	10075	7	10620	46801	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46857	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30418	저주의아레스장갑_암흑조각	10621	0	0	0	4	99	9165	5	9668	2	10075	8	10621	46802	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46858	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30419	저주의아레스벨트_암흑조각	10622	0	0	0	4	99	9165	5	9668	2	10075	9	10622	46803	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46859	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30420	저주의아레스셔츠_암흑조각	10623	0	0	0	4	99	9165	5	9668	2	10075	10	10623	46804	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46860	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30421	타락한네프티스의한손석궁_암흑조각	10624	0	0	0	4	99	9165	5	9668	3	10076	1	10624	50147	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50160	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30422	타락한네프티스의에테르웨폰_암흑조각	10625	0	0	0	4	99	9165	5	9668	3	10076	2	10625	50148	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50161	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30423	타락한니케갑옷_암흑조각	10626	0	0	0	4	99	9165	5	9668	3	10076	3	10626	46813	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46869	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30424	타락한니케프로텍터_암흑조각	10627	0	0	0	4	99	9165	5	9668	3	10076	4	10627	46814	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46870	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30425	타락한니케헬멧_암흑조각	10628	0	0	0	4	99	9165	5	9668	3	10076	5	10628	46815	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46871	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30426	타락한니케바지_암흑조각	10629	0	0	0	4	99	9165	5	9668	3	10076	6	10629	46816	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46872	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30427	타락한니케부츠_암흑조각	10630	0	0	0	4	99	9165	5	9668	3	10076	7	10630	46817	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46873	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30428	타락한니케장갑_암흑조각	10631	0	0	0	4	99	9165	5	9668	3	10076	8	10631	46818	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46874	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30429	타락한니케벨트_암흑조각	10632	0	0	0	4	99	9165	5	9668	3	10076	9	10632	46819	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46875	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30430	타락한니케셔츠_암흑조각	10633	0	0	0	4	99	9165	5	9668	3	10076	10	10633	46820	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46876	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30431	죽음의클로리스의지팡이_암흑조각	10634	0	0	0	4	99	9165	5	9668	4	10077	1	10634	50149	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50162	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30432	죽음의클로리스의오브_암흑조각	10635	0	0	0	4	99	9165	5	9668	4	10077	2	10635	50150	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50163	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30433	죽음의아르테미스갑옷_암흑조각	10636	0	0	0	4	99	9165	5	9668	4	10077	3	10636	46821	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46877	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30434	죽음의아르테미스프로텍터_암흑조각	10637	0	0	0	4	99	9165	5	9668	4	10077	4	10637	46822	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46878	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30435	죽음의아르테미스헬멧_암흑조각	10638	0	0	0	4	99	9165	5	9668	4	10077	5	10638	46823	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46879	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30436	죽음의아르테미스바지_암흑조각	10639	0	0	0	4	99	9165	5	9668	4	10077	6	10639	46824	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46880	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30437	죽음의아르테미스부츠_암흑조각	10640	0	0	0	4	99	9165	5	9668	4	10077	7	10640	46825	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46881	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30438	죽음의아르테미스장갑_암흑조각	10641	0	0	0	4	99	9165	5	9668	4	10077	8	10641	46826	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46882	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30439	죽음의아르테미스벨트_암흑조각	10642	0	0	0	4	99	9165	5	9668	4	10077	9	10642	46827	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46883	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30440	죽음의아르테미스셔츠_암흑조각	10643	0	0	0	4	99	9165	5	9668	4	10077	10	10643	46828	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	46884	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
//	30441	탐욕의야누비스대거_암흑조각	10644	0	0	0	4	99	9165	5	9668	5	10078	1	10644	50151	0	1	56361	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	50164	10000	1	10001	10002	10003	10004	10006	10007	0	0	0	0	
