//SetItemOptionInfo		아이템타입																																																																																																																									눈(1)																		
//																																																																																																																											몸통(2)		머리(8)																
//																																																																																																																											오른손(4)		가슴(11)																
//																																																																																																						남	여																				왼손(5)		바닥(12)																
//				갑옷	2개			4개			6개			프로텍터	2개			4개			6개			헬멧	2개			4개			6개			바지	2개			4개			6개			부츠	2개			4개			6개			장갑	2개			4개			6개			벨트	2개			4개			6개			셔츠	2개			4개			6개			풀옵션																				추가옵션																	남								여												
//파라메타 업데이트 버전 정보		812(TypeAdd)																																																																																																				1102	1102	//풀세트 장비 후 해당 아아이템 장비 시 추가옵션 발동																									1102												
//설명	세트그룹코드	아이템타입	풀옵션활성화수	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	풀셋추가리소스	풀셋추가리소스	아이템코트	장비위치	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	옵션종류	수치타입	기본옵션	본넘버1	효과코드1	본넘버2	효과코드2	본넘버3	효과코드3	본넘버4	효과코드4	본넘버5	효과코드5	본넘버6	효과코드6	본넘버7	효과코드7	본넘버8	효과코드8					
	wSetGCode	bysubType	bFulloptionNum	EqPos1	OptionKind1_1	useType1_1	Option1_1	OptionKind2_1	useType2_1	Option2_1	OptionKind3_1	useType3_1	Option3_1	EqPos2	OptionKind1_2	useType1_2	Option1_2	OptionKind2_2	useType2_2	Option2_2	OptionKind3_2	useType3_2	Option3_2	EqPos3	OptionKind1_3	useType1_3	Option1_3	OptionKind2_3	useType2_3	Option2_3	OptionKind3_3	useType3_3	Option3_3	EqPos4	OptionKind1_4	useType1_4	Option1_4	OptionKind2_4	useType2_4	Option2_4	OptionKind3_4	useType3_4	Option3_4	EqPos5	OptionKind1_5	useType1_5	Option1_5	OptionKind2_5	useType2_5	Option2_5	OptionKind3_5	useType3_5	Option3_5	EqPos6	OptionKind1_6	useType1_6	Option1_6	OptionKind2_6	useType2_6	Option2_6	OptionKind3_6	useType3_6	Option3_6	EqPos7	OptionKind1_7	useType1_7	Option1_7	OptionKind2_7	useType2_7	Option2_7	OptionKind3_7	useType3_7	Option3_7	EqPos8	OptionKind1_8	useType1_8	Option1_8	OptionKind2_8	useType2_8	Option2_8	OptionKind3_8	useType3_8	Option3_8	FullOptionKind1	useType1	FullOption1	FullOptionKind2	useType2	FullOption2	FullOptionKind3	useType3	FullOption3	FullOptionKind4	useType4	FullOption4	FullOptionKind5	useType5	FullOption5	FullOptionKind6	useType6	FullOption6	FullsetChangeArmorResource	FullsetChangeArmorResource2	SpecialItemCode	SpecialPos	SpecialOptionKind1	 SpecialuseType1	SpecialOption1	SpecialOptionKind2	 SpecialuseType2	SpecialOption2	SpecialOptionKind3	 SpecialuseType3	SpecialOption3	SpecialOptionKind4	 SpecialuseType4	SpecialOption4	SpecialOptionKind5	 SpecialuseType5	SpecialOption5	btBoneIdx1	sEffect1	btBoneIdx2	sEffect2	btBoneIdx3	sEffect3	btBoneIdx4	sEffect4	btBoneIdx5	sEffect5	btBoneIdx6	sEffect6	btBoneIdx7	sEffect7	btBoneIdx8	sEffect8	FieldEnd				
	217	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	14	2	10	1	2	10	51	2	10	0	0	0	0	0	0	0	0	0	11420	11422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A516	12	m071	0	Null	0	Null	2	A517	11	m139	0	Null	0	Null		//	발키리	점핑용_엘리트1차	
	218	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	14	2	10	1	2	10	51	2	10	0	0	0	0	0	0	0	0	0	11423	11421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A655	4	A656	5	A656	0	Null	2	A518	0	Null	0	Null	0	Null		//	섀도우	점핑용_엘리트1차	
//	PvP반지세트옵션																																																																																																																																												
	219	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	1	2000	41	1	15	42	2	17	35	1	70	14	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	혈투사_이스라필_반지세트		
//	국내_점핑지급용_엘리트1세트옵션(미스틱추가)																																																																																																																																												
	221	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	14	2	10	1	2	10	51	2	10	0	0	0	0	0	0	0	0	0	14461	14461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A851	4	Null	5	Null	1	Null	2	A851	4	Null	5	Null	1	Null		//	미스틱	점핑용_엘리트1차	
//	국내 신캐시 세트 옵션																																																																																																																																												
	222	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	70	35	2	70	49	2	15	31	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	국내_캐시세트옵션	조화와균형의반지	
//	국내_점핑지급용_엘리트1세트옵션(헬로이드추가)																																																																																																																																												
	229	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	14	2	10	1	2	10	51	2	10	0	0	0	0	0	0	0	0	0	14673	14673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A053	0	Null	0	Null	0	Null	2	A053	0	Null	0	Null	0	Null		//	헬로이드	점핑용_엘리트1차	
//	국내 신캐시 세트 옵션(종량제)																																																																																																																																												
	230	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	70	35	2	70	49	2	15	31	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	국내_캐시세트옵션	조화와균형의반지(종량제세트)	
//	국내_2014회귀이벤트지급용_엘리트1.5세트옵션																																																																																																																																												
	232	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	0	11413	3118	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	m255	4	m280	5	m280	1	A644	2	m265	12	m290	0	Null	1	A646		//	버서커	2014회귀이벤트지급용_엘리트1.5차	
	233	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	11411	11413	3119	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	m260	12	m285	0	Null	1	A645	2	m265	12	m290	0	Null	1	A646		//	드래곤나이트	2014회귀이벤트지급용_엘리트1.5차	
	234	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	11414	11412	3121	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	M275	4	M300	5	M300	1	A685	2	m270	0	Null	0	Null	1	A647		//	엘리멘탈리스트	2014회귀이벤트지급용_엘리트1.5차	
	235	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	11411	11413	3120	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	m260	12	m285	0	Null	1	A645	2	m265	12	m290	0	Null	1	A646		//	발키리	2014회귀이벤트지급용_엘리트1.5차	
	236	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	11414	11412	3122	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	M275	4	M300	5	M300	1	A685	2	m270	0	Null	0	Null	1	A647		//	섀도우	2014회귀이벤트지급용_엘리트1.5차	
	237	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	14462	14462	3231	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	A852	0	Null	0	Null	1	A853	2	A852	0	Null	0	Null	1	A853		//	미스틱	2014회귀이벤트지급용_엘리트1.5차	
	238	2	8	1	28	1	500	28	1	500	28	1	500	2	39	1	7	39	1	7	39	1	7	3	29	1	500	29	1	500	29	1	500	4	36	1	7	36	1	7	36	1	7	5	34	2	-3	34	2	-3	34	2	-3	6	40	1	3	40	1	3	40	1	3	7	32	1	5	32	1	5	32	1	5	8	32	1	5	32	1	5	32	1	5	14	2	15	1	2	15	51	2	20	0	0	0	0	0	0	0	0	0	0	0	3470	13	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	2	M365	4	M366	5	M366	1	M367	2	Null	0	Null	0	Null	1	Null		//	헬로이드	2014회귀이벤트지급용_엘리트1.5차	
//	일본최강방어구세트옵션																																																																																																																																												
	239	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	2	10	44	5	5	45	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	미스틱	일본최강방어구세트옵션	
	240	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	14	2	10	44	5	5	45	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	헬로이드	일본최강방어구세트옵션	
//	도전반지 세트 옵션																																																																																																																																												
	241	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	50	35	2	50	49	2	10	31	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	국내_캐시세트옵션	조화와균형의반지	
//	전장 PvP 액세서리 세트 옵션																																																																																																																																												
	269	1	4	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	15	42	2	15	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	전장 PvP 액세서리	반지 목걸이 세트 옵션	
//엘리트무기 칼버스특악 세트효과																																																																																																																																													
	270	1	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	10	45	5	5	32	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//			
//PC방반지세트옵션																																																																																																																																													
	271	1	3	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	100	30	1	300	42	1	300	108	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	PC방반지 세트옵션	조화와균형의반지	
//	국내 몬트샤인 이벤트 효과																																																																																																																																												
	272	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	70	35	2	70	49	2	15	31	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	국내_캐시세트옵션	조화와균형의반지	
	273	1	3	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	2	30	28	2	50	49	2	30	15	1	10	14	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	일본_캐시세트옵션	강신의반지	
//	국내 지급용 조화세트 효과																																																																																																																																												
	274	1	5	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	70	35	2	70	49	2	15	31	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null	0	Null		//	국내_지급용 조화세트 효과	조화와균형의반지	
//_SUN_REBORN_20260817_NEW_CHARACTER_PALADIN -- class 9 armour sets.
//Copied verbatim from Arkadia: its header is byte-identical to ours at 142
//columns, so no remap was needed. Group codes are Arkadia's own, unchanged,
//matching the SetType values the ported Paladin armour rows already carry.
//
//Without these, SetItemOptionInfoParser::Find returns NULL for a Paladin set and
//ItemAttrCalculator::CalculateSetItemOptions hands that NULL straight to
//GetCurrentSetItemOption, which killed FieldServer on equip (0xC0000005 reading
//0x00000004). A guard now stops the crash; these rows are what make the sets work.
//
//Group 363 is deliberately NOT here. Our 8 items that name it (52743-52750) have
//no model, no name, and no counterpart in Arkadia at all, and Arkadia's own 363 is
//a non-Paladin set -- importing it would give 8 broken items another class's bonuses.
	431	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	LV01	4	LV02	5	LV02	1	MP54	2	LV01	4	LV02	5	LV02	1	MQ45		//	팔라딘	엘리트7차	
	432	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	MB91	4	MB92	5	MB92	1	MP55	2	MB91	4	MB92	5	MB92	1	MQ46		//	팔라딘	엘리트7.5차	
	433	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	MG61	4	MG62	5	MG62	1	MP56	2	MG61	4	MG62	5	MG62	1	MP56		//	팔라딘	엘리트8차	
	434	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	MM41	4	MM42	5	MM42	1	MP57	2	MM41	4	MM42	5	MM42	1	MP57		//	팔라딘	엘리트8.5차	
	444	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	MP66	4	MP66	5	MP66	1	MP66	2	MP86	4	MP87	5	MP87	1	MP88		//	팔라딘	엘리트9차	
	267	2	8	1	28	1	300	28	1	300	28	1	300	2	39	1	5	39	1	5	39	1	5	3	29	1	300	29	1	300	29	1	300	4	36	1	5	36	1	5	36	1	5	5	34	2	-2	34	2	-2	34	2	-2	6	40	1	2	40	1	2	40	1	2	7	32	1	3	32	1	3	32	1	3	8	32	1	3	32	1	3	32	1	3	71	1	30	70	1	10	72	2	20	93	1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Null	4	Null	5	Null	1	Null	2	M410	4	M411	5	M411	1	M412		//	팔라딘	타락한사원장비	
	268	2	8	1	28	1	700	28	1	700	28	1	700	2	39	1	10	39	1	10	39	1	10	3	29	1	700	29	1	700	29	1	700	4	36	1	10	36	1	10	36	1	10	5	34	2	-4	34	2	-4	34	2	-4	6	40	1	4	40	1	4	40	1	4	7	32	1	7	32	1	7	32	1	7	8	32	1	7	32	1	7	32	1	7	71	1	35	70	1	15	72	2	40	93	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Null	4	Null	5	Null	1	Null	2	M410	4	M411	5	M411	1	M412		//	팔라딘	투사의엘리트2차	
	435	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M385	4	M386	5	M386	0	Null	2	M385	4	M386	5	M386	0	Null		//	팔라딘	복귀자세트이펙트(엘리트8차)	
	363	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	LS12	0	Null	0	Null	1	LN38	2	LS16	0	Null	0	Null	1	LN42		//	드래곤나이트	엘리트6.5차	
	284	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M470	4	M471	5	M471	1	M472	2	M485	4	M486	5	M486	1	M487		//	버서커	엘리트4차	
	285	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M475	4	M476	5	M476	1	M477	2	M485	4	M486	5	M486	1	M487		//	드래곤나이트	엘리트4차	
	286	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M480	4	M481	5	M481	1	M482	2	M490	4	M491	5	M491	1	M492		//	엘리멘탈리스트	엘리트4차	
	287	2	8	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	M475	4	M476	5	M476	1	M477	2	M485	4	M486	5	M486	1	M487		//	발키리	엘리트4차	
